,instant,dteday,season,yr,mnth,hr,holiday,weekday,weathersit,temp,hum,windspeed,casual,registered,cnt,en_dteday
63,683,44,1,0,1,18,False,1,2,0.16,0.55,0.2239,3,153,156,44
64,684,44,1,0,1,19,False,1,1,0.3,0.61,0.1045,3,108,111,44
65,685,44,1,0,1,20,False,1,3,0.16,0.59,0.1642,0,78,78,44
66,686,44,1,0,1,21,False,1,3,0.16,0.59,0.0896,3,53,56,44
67,687,44,1,0,1,22,False,1,2,0.16,0.59,0.1045,0,34,34,44
68,688,44,1,0,1,23,False,1,2,0.16,0.64,0.0896,2,15,17,44
69,689,1,1,0,2,0,False,2,2,0.16,0.64,0.1045,2,6,8,1
70,690,1,1,0,2,1,False,2,2,0.16,0.69,0.1045,0,3,3,1
71,691,1,1,0,2,2,False,2,2,0.16,0.69,0.0,0,2,2,1
72,692,1,1,0,2,3,False,2,2,0.16,0.69,0.0,0,2,2,1
73,693,1,1,0,2,5,False,2,3,0.14,0.93,0.0,0,3,3,1
74,694,1,1,0,2,6,False,2,3,0.14,0.93,0.0,0,22,22,1
75,695,1,1,0,2,7,False,2,3,0.16,0.93,0.0,0,52,52,1
76,696,1,1,0,2,8,False,2,3,0.16,0.93,0.0,3,132,135,1
77,697,1,1,0,2,9,False,2,2,0.16,0.93,0.0,2,114,116,1
78,698,1,1,0,2,10,False,2,2,0.16,0.93,0.0,0,47,47,1
79,699,1,1,0,2,11,False,2,2,0.18,0.86,0.0,2,49,51,1
80,700,1,1,0,2,12,False,2,2,0.2,0.86,0.0,2,53,55,1
81,701,1,1,0,2,13,False,2,2,0.2,0.86,0.0,3,49,52,1
82,702,1,1,0,2,14,False,2,2,0.22,0.8,0.0896,5,49,54,1
83,703,1,1,0,2,15,False,2,2,0.24,0.75,0.0,7,45,52,1
84,704,1,1,0,2,16,False,2,2,0.24,0.75,0.1343,3,61,64,1
85,705,1,1,0,2,17,False,2,2,0.24,0.75,0.0,4,172,176,1
86,706,1,1,0,2,18,False,2,2,0.24,0.81,0.1045,3,165,168,1
87,707,1,1,0,2,19,False,2,2,0.24,0.81,0.1343,3,105,108,1
88,708,1,1,0,2,20,False,2,2,0.22,0.87,0.1343,5,69,74,1
89,709,1,1,0,2,21,False,2,2,0.22,0.87,0.1343,0,64,64,1
90,710,1,1,0,2,22,False,2,2,0.22,0.87,0.0896,2,34,36,1
91,711,1,1,0,2,23,False,2,3,0.2,0.93,0.194,1,15,16,1
92,712,3,1,0,2,0,False,3,3,0.22,0.93,0.1045,0,2,2,3
93,713,3,1,0,2,1,False,3,3,0.22,0.93,0.194,0,3,3,3
94,714,3,1,0,2,2,False,3,3,0.22,0.93,0.1343,4,0,4,3
95,715,3,1,0,2,3,False,3,3,0.22,0.93,0.1343,0,1,1,3
96,716,3,1,0,2,4,False,3,3,0.22,0.93,0.2836,0,1,1,3
97,717,3,1,0,2,5,False,3,3,0.22,0.93,0.1045,0,3,3,3
98,718,3,1,0,2,6,False,3,3,0.22,0.93,0.1045,1,17,18,3
99,719,3,1,0,2,7,False,3,3,0.22,0.93,0.2239,1,48,49,3
100,720,3,1,0,2,8,False,3,3,0.22,0.93,0.2239,1,154,155,3
101,721,3,1,0,2,9,False,3,2,0.24,0.93,0.0896,4,119,123,3
102,722,3,1,0,2,10,False,3,2,0.22,1.0,0.0,2,59,61,3
103,723,3,1,0,2,11,False,3,2,0.24,0.93,0.194,5,47,52,3
104,724,3,1,0,2,12,False,3,2,0.24,0.93,0.2239,3,61,64,3
105,725,3,1,0,2,13,False,3,1,0.34,0.93,0.1642,1,74,75,3
106,726,3,1,0,2,14,False,3,1,0.38,0.82,0.3881,2,61,63,3
107,727,3,1,0,2,15,False,3,1,0.38,0.76,0.3284,10,66,76,3
108,728,3,1,0,2,16,False,3,1,0.36,0.71,0.2985,8,95,103,3
109,729,3,1,0,2,17,False,3,1,0.36,0.53,0.5224,7,183,190,3
110,730,3,1,0,2,18,False,3,1,0.34,0.42,0.5522,7,175,182,3
111,731,3,1,0,2,19,False,3,1,0.28,0.45,0.4925,3,88,91,3
112,732,3,1,0,2,20,False,3,1,0.24,0.48,0.5522,4,71,75,3
113,733,3,1,0,2,21,False,3,1,0.22,0.47,0.3284,1,62,63,3
114,734,3,1,0,2,22,False,3,1,0.22,0.44,0.2537,5,35,40,3
115,735,3,1,0,2,23,False,3,1,0.2,0.44,0.4478,3,29,32,3
116,736,5,1,0,2,0,False,4,1,0.2,0.4,0.4478,1,11,12,5
117,737,5,1,0,2,1,False,4,1,0.2,0.44,0.5224,0,5,5,5
118,738,5,1,0,2,2,False,4,1,0.18,0.43,0.2537,0,2,2,5
119,739,5,1,0,2,3,False,4,1,0.18,0.43,0.2537,0,1,1,5
120,740,5,1,0,2,5,False,4,1,0.16,0.5,0.2985,0,2,2,5
121,741,5,1,0,2,6,False,4,1,0.16,0.43,0.3582,0,39,39,5
122,742,5,1,0,2,7,False,4,1,0.14,0.5,0.3284,1,86,87,5
123,743,5,1,0,2,8,False,4,1,0.14,0.5,0.3582,4,184,188,5
124,744,5,1,0,2,9,False,4,1,0.16,0.47,0.2985,6,127,133,5
125,745,5,1,0,2,10,False,4,1,0.18,0.43,0.3284,2,50,52,5
126,746,5,1,0,2,11,False,4,1,0.18,0.43,0.4478,9,55,64,5
127,747,5,1,0,2,12,False,4,1,0.2,0.4,0.3582,2,67,69,5
128,748,5,1,0,2,13,False,4,1,0.2,0.4,0.4179,4,47,51,5
129,749,5,1,0,2,14,False,4,1,0.22,0.37,0.3881,4,43,47,5
130,750,5,1,0,2,15,False,4,1,0.22,0.37,0.3284,4,56,60,5
131,751,5,1,0,2,16,False,4,1,0.22,0.37,0.2537,5,73,78,5
132,752,5,1,0,2,17,False,4,1,0.2,0.4,0.194,5,170,175,5
133,753,5,1,0,2,18,False,4,1,0.2,0.4,0.1642,2,145,147,5
134,754,5,1,0,2,19,False,4,1,0.2,0.4,0.0,4,92,96,5
135,755,5,1,0,2,20,False,4,1,0.2,0.47,0.0896,1,108,109,5
136,756,5,1,0,2,21,False,4,1,0.18,0.55,0.1045,1,53,54,5
137,757,5,1,0,2,22,False,4,1,0.18,0.51,0.0896,2,39,41,5
138,758,5,1,0,2,23,False,4,1,0.2,0.47,0.1045,4,34,38,5
139,759,7,1,0,2,0,False,5,2,0.2,0.44,0.0,3,10,13,7
140,760,7,1,0,2,1,False,5,2,0.16,0.59,0.0,0,7,7,7
141,761,7,1,0,2,2,False,5,2,0.14,0.63,0.1045,0,1,1,7
142,762,7,1,0,2,3,False,5,2,0.14,0.63,0.1045,0,1,1,7
143,763,7,1,0,2,5,False,5,2,0.14,0.63,0.1343,0,7,7,7
144,764,7,1,0,2,6,False,5,2,0.16,0.55,0.0,2,26,28,7
145,765,7,1,0,2,7,False,5,1,0.14,0.59,0.0,0,87,87,7
146,766,7,1,0,2,8,False,5,1,0.14,0.74,0.1343,3,217,220,7
147,767,7,1,0,2,9,False,5,2,0.16,0.8,0.1343,3,124,127,7
148,768,7,1,0,2,10,False,5,2,0.2,0.51,0.1343,5,46,51,7
149,769,7,1,0,2,11,False,5,1,0.22,0.51,0.1642,3,61,64,7
150,770,7,1,0,2,12,False,5,2,0.24,0.48,0.1642,8,78,86,7
151,771,7,1,0,2,13,False,5,2,0.26,0.5,0.2239,9,73,82,7
152,772,7,1,0,2,14,False,5,2,0.28,0.45,0.1642,15,76,91,7
153,773,7,1,0,2,15,False,5,2,0.28,0.48,0.2537,9,81,90,7
154,774,7,1,0,2,16,False,5,2,0.3,0.42,0.2239,8,91,99,7
155,775,7,1,0,2,17,False,5,2,0.26,0.56,0.1343,10,195,205,7
156,776,7,1,0,2,18,False,5,2,0.24,0.6,0.1045,3,152,155,7
157,777,7,1,0,2,19,False,5,2,0.24,0.65,0.1343,1,102,103,7
158,778,7,1,0,2,20,False,5,2,0.24,0.65,0.1642,2,69,71,7
159,779,7,1,0,2,21,False,5,2,0.24,0.7,0.1642,2,41,43,7
160,780,7,1,0,2,22,False,5,2,0.24,0.65,0.1642,1,45,46,7
161,781,7,1,0,2,23,False,5,2,0.24,0.7,0.1343,1,30,31,7
162,782,9,1,0,2,0,False,6,2,0.24,0.7,0.1642,3,36,39,9
163,783,9,1,0,2,1,False,6,2,0.24,0.65,0.1642,1,17,18,9
164,784,9,1,0,2,2,False,6,2,0.24,0.75,0.1642,5,12,17,9
165,785,9,1,0,2,3,False,6,2,0.24,0.75,0.1642,1,10,11,9
166,786,9,1,0,2,4,False,6,3,0.22,0.93,0.1343,0,8,8,9
167,787,9,1,0,2,5,False,6,3,0.2,1.0,0.0896,0,9,9,9
168,788,9,1,0,2,6,False,6,3,0.2,1.0,0.0,0,4,4,9
169,789,9,1,0,2,7,False,6,3,0.22,0.93,0.0896,0,4,4,9
170,790,9,1,0,2,8,False,6,3,0.2,1.0,0.0896,0,10,10,9
171,791,9,1,0,2,9,False,6,3,0.2,1.0,0.0896,3,17,20,9
172,792,9,1,0,2,10,False,6,3,0.2,1.0,0.1343,3,31,34,9
173,793,9,1,0,2,11,False,6,3,0.22,1.0,0.1343,1,46,47,9
174,794,9,1,0,2,12,False,6,3,0.22,1.0,0.1642,10,42,52,9
175,795,9,1,0,2,13,False,6,3,0.22,1.0,0.1642,10,62,72,9
176,796,9,1,0,2,14,False,6,3,0.22,1.0,0.0,5,50,55,9
177,797,9,1,0,2,15,False,6,3,0.22,1.0,0.0,11,49,60,9
178,798,9,1,0,2,16,False,6,3,0.22,1.0,0.1343,8,63,71,9
179,799,9,1,0,2,17,False,6,2,0.24,1.0,0.2836,14,64,78,9
180,800,9,1,0,2,18,False,6,2,0.28,0.93,0.4478,2,81,83,9
181,801,9,1,0,2,19,False,6,2,0.28,0.93,0.4478,6,78,84,9
182,802,9,1,0,2,20,False,6,1,0.3,0.87,0.2537,5,64,69,9
183,803,9,1,0,2,21,False,6,1,0.26,1.0,0.194,3,53,56,9
184,804,9,1,0,2,22,False,6,1,0.26,0.93,0.1343,2,43,45,9
185,805,9,1,0,2,23,False,6,1,0.26,0.93,0.2239,7,52,59,9
186,806,11,1,0,2,0,False,0,1,0.26,0.7,0.194,2,37,39,11
187,807,11,1,0,2,1,False,0,1,0.26,0.65,0.4179,4,40,44,11
188,808,11,1,0,2,2,False,0,1,0.26,0.6,0.3284,0,20,20,11
189,809,11,1,0,2,3,False,0,1,0.26,0.6,0.0896,3,10,13,11
190,810,11,1,0,2,4,False,0,1,0.26,0.6,0.3582,0,2,2,11
191,811,11,1,0,2,5,False,0,1,0.26,0.6,0.2239,0,1,1,11
192,812,11,1,0,2,6,False,0,1,0.26,0.6,0.2239,0,1,1,11
193,813,11,1,0,2,7,False,0,1,0.24,0.65,0.1642,0,8,8,11
194,814,11,1,0,2,8,False,0,1,0.24,0.65,0.1045,2,21,23,11
195,815,11,1,0,2,9,False,0,1,0.28,0.56,0.1045,7,38,45,11
196,816,11,1,0,2,10,False,0,1,0.3,0.52,0.2537,15,74,89,11
197,817,11,1,0,2,11,False,0,1,0.32,0.49,0.2537,28,89,117,11
198,818,11,1,0,2,12,False,0,1,0.34,0.46,0.0,48,126,174,11
199,819,11,1,0,2,13,False,0,1,0.34,0.46,0.0,47,135,182,11
200,820,11,1,0,2,14,False,0,1,0.34,0.46,0.0896,47,114,161,11
201,821,11,1,0,2,15,False,0,1,0.34,0.46,0.0896,52,130,182,11
202,822,11,1,0,2,16,False,0,1,0.34,0.49,0.1045,42,115,157,11
203,823,11,1,0,2,17,False,0,1,0.34,0.46,0.0,24,97,121,11
204,824,11,1,0,2,18,False,0,1,0.3,0.56,0.1642,13,65,78,11
205,825,11,1,0,2,19,False,0,1,0.28,0.61,0.1343,1,20,21,11
206,826,11,1,0,2,20,False,0,1,0.28,0.61,0.1045,5,21,26,11
207,827,11,1,0,2,21,False,0,1,0.26,0.6,0.0,5,22,27,11
208,828,11,1,0,2,22,False,0,1,0.26,0.6,0.0,5,57,62,11
209,829,11,1,0,2,23,False,0,1,0.24,0.65,0.0,4,26,30,11
210,830,13,1,0,2,0,False,1,1,0.24,0.65,0.0,1,14,15,13
211,831,13,1,0,2,1,False,1,1,0.22,0.75,0.0,1,4,5,13
212,832,13,1,0,2,2,False,1,1,0.2,0.8,0.0,0,3,3,13
213,833,13,1,0,2,3,False,1,1,0.2,0.86,0.0,0,1,1,13
214,834,13,1,0,2,4,False,1,1,0.2,0.86,0.0,1,1,2,13
215,835,13,1,0,2,5,False,1,1,0.2,0.86,0.0,1,9,10,13
216,836,13,1,0,2,6,False,1,1,0.18,0.93,0.0,1,29,30,13
217,837,13,1,0,2,7,False,1,1,0.18,0.86,0.0,6,89,95,13
218,838,13,1,0,2,8,False,1,2,0.16,1.0,0.0,7,223,230,13
219,839,13,1,0,2,9,False,1,1,0.22,0.8,0.0,3,115,118,13
220,840,13,1,0,2,10,False,1,1,0.24,0.75,0.1045,6,49,55,13
221,841,13,1,0,2,11,False,1,1,0.3,0.65,0.0896,11,36,47,13
222,842,13,1,0,2,12,False,1,2,0.32,0.62,0.0,7,59,66,13
223,843,13,1,0,2,13,False,1,2,0.36,0.57,0.0896,10,54,64,13
224,844,13,1,0,2,14,False,1,2,0.36,0.57,0.0896,8,52,60,13
225,845,13,1,0,2,15,False,1,2,0.38,0.54,0.0896,4,46,50,13
226,846,13,1,0,2,16,False,1,2,0.36,0.57,0.1343,16,98,114,13
227,847,13,1,0,2,17,False,1,2,0.32,0.7,0.1642,9,207,216,13
228,848,13,1,0,2,18,False,1,2,0.34,0.66,0.1343,5,170,175,13
229,849,13,1,0,2,19,False,1,2,0.32,0.7,0.0,5,123,128,13
230,850,13,1,0,2,20,False,1,2,0.32,0.7,0.1045,6,82,88,13
231,851,13,1,0,2,21,False,1,1,0.32,0.7,0.0,3,75,78,13
232,852,13,1,0,2,22,False,1,1,0.28,0.81,0.0896,3,34,37,13
233,853,13,1,0,2,23,False,1,2,0.3,0.81,0.0,6,19,25,13
234,854,15,1,0,2,0,False,2,2,0.28,0.87,0.0,4,6,10,15
235,855,15,1,0,2,1,False,2,2,0.28,0.87,0.0,0,4,4,15
236,856,15,1,0,2,2,False,2,2,0.26,0.93,0.1045,1,1,2,15
237,857,15,1,0,2,3,False,2,3,0.28,0.93,0.1642,0,1,1,15
238,858,15,1,0,2,4,False,2,1,0.26,0.93,0.1642,0,3,3,15
239,859,15,1,0,2,5,False,2,1,0.26,0.81,0.3284,0,2,2,15
240,860,15,1,0,2,6,False,2,1,0.26,0.7,0.3284,0,39,39,15
241,861,15,1,0,2,7,False,2,1,0.24,0.65,0.4179,3,97,100,15
242,862,15,1,0,2,8,False,2,1,0.24,0.56,0.4925,7,236,243,15
243,863,15,1,0,2,9,False,2,1,0.24,0.52,0.4925,7,128,135,15
244,864,15,1,0,2,10,False,2,1,0.22,0.47,0.5522,4,44,48,15
245,865,15,1,0,2,11,False,2,1,0.22,0.47,0.4627,1,49,50,15
246,866,15,1,0,2,12,False,2,1,0.24,0.38,0.4925,2,63,65,15
247,867,15,1,0,2,13,False,2,2,0.24,0.32,0.4478,2,48,50,15
248,868,15,1,0,2,14,False,2,1,0.22,0.37,0.4179,3,61,64,15
249,869,15,1,0,2,15,False,2,1,0.22,0.35,0.3881,6,45,51,15
250,870,15,1,0,2,16,False,2,1,0.22,0.35,0.5224,4,79,83,15
251,871,15,1,0,2,17,False,2,1,0.22,0.32,0.5821,4,172,176,15
252,872,15,1,0,2,18,False,2,1,0.2,0.32,0.3881,1,151,152,15
253,873,15,1,0,2,19,False,2,1,0.16,0.4,0.4627,1,100,101,15
254,874,15,1,0,2,20,False,2,1,0.16,0.4,0.3284,3,53,56,15
255,875,15,1,0,2,21,False,2,1,0.14,0.33,0.4627,8,46,54,15
256,876,15,1,0,2,22,False,2,1,0.12,0.33,0.3582,0,29,29,15
257,877,15,1,0,2,23,False,2,1,0.12,0.33,0.3284,3,9,12,15
258,878,17,1,0,2,0,False,3,1,0.1,0.36,0.3582,0,17,17,17
259,879,17,1,0,2,1,False,3,1,0.1,0.36,0.2239,0,7,7,17
260,880,17,1,0,2,2,False,3,1,0.08,0.38,0.2836,1,2,3,17
261,881,17,1,0,2,3,False,3,1,0.06,0.45,0.1343,0,2,2,17
262,882,17,1,0,2,5,False,3,1,0.06,0.45,0.1045,0,7,7,17
263,883,17,1,0,2,6,False,3,1,0.06,0.45,0.0,0,43,43,17
264,884,17,1,0,2,7,False,3,1,0.06,0.49,0.1045,4,95,99,17
265,885,17,1,0,2,8,False,3,1,0.1,0.42,0.0,1,198,199,17
266,886,17,1,0,2,9,False,3,1,0.12,0.39,0.1642,4,119,123,17
267,887,17,1,0,2,10,False,3,1,0.14,0.36,0.0,8,51,59,17
268,888,17,1,0,2,11,False,3,2,0.14,0.43,0.1642,1,40,41,17
269,889,17,1,0,2,12,False,3,2,0.18,0.4,0.2239,4,57,61,17
270,890,17,1,0,2,13,False,3,1,0.18,0.4,0.2537,2,67,69,17
271,891,17,1,0,2,14,False,3,1,0.2,0.34,0.2985,2,56,58,17
272,892,17,1,0,2,15,False,3,2,0.2,0.34,0.2836,3,61,64,17
273,893,17,1,0,2,16,False,3,2,0.2,0.37,0.2537,7,72,79,17
274,894,17,1,0,2,17,False,3,2,0.2,0.34,0.2537,9,157,166,17
275,895,17,1,0,2,18,False,3,2,0.18,0.47,0.2985,2,168,170,17
276,896,17,1,0,2,19,False,3,3,0.14,0.86,0.2537,1,87,88,17
277,897,17,1,0,2,20,False,3,3,0.14,0.86,0.1642,0,84,84,17
278,898,17,1,0,2,21,False,3,2,0.14,0.86,0.1642,0,83,83,17
279,899,17,1,0,2,22,False,3,3,0.16,0.8,0.1642,4,42,46,17
280,900,17,1,0,2,23,False,3,3,0.16,0.8,0.194,0,37,37,17
281,901,19,1,0,2,0,False,4,3,0.14,0.86,0.194,0,16,16,19
282,902,19,1,0,2,1,False,4,3,0.14,0.8,0.1343,0,7,7,19
283,903,19,1,0,2,2,False,4,3,0.14,0.8,0.1343,0,3,3,19
284,904,19,1,0,2,4,False,4,2,0.14,0.59,0.2239,0,1,1,19
285,905,19,1,0,2,5,False,4,2,0.12,0.5,0.2239,0,6,6,19
286,906,19,1,0,2,6,False,4,2,0.12,0.54,0.2836,0,26,26,19
287,907,19,1,0,2,7,False,4,1,0.1,0.5,0.4179,0,99,99,19
288,908,19,1,0,2,8,False,4,1,0.1,0.49,0.3284,5,173,178,19
289,909,19,1,0,2,9,False,4,1,0.12,0.42,0.3582,1,121,122,19
290,910,19,1,0,2,10,False,4,1,0.12,0.42,0.2985,1,34,35,19
291,911,19,1,0,2,11,False,4,1,0.14,0.39,0.3582,1,44,45,19
292,912,19,1,0,2,12,False,4,1,0.16,0.34,0.3881,4,65,69,19
293,913,19,1,0,2,13,False,4,1,0.18,0.29,0.2985,3,59,62,19
294,914,19,1,0,2,14,False,4,1,0.2,0.27,0.2836,6,42,48,19
295,915,19,1,0,2,15,False,4,1,0.2,0.25,0.2537,0,50,50,19
296,916,19,1,0,2,16,False,4,1,0.2,0.27,0.2985,4,76,80,19
297,917,19,1,0,2,17,False,4,1,0.18,0.26,0.194,6,159,165,19
298,918,19,1,0,2,18,False,4,1,0.16,0.28,0.1343,3,157,160,19
299,919,19,1,0,2,19,False,4,1,0.14,0.28,0.1045,2,110,112,19
300,920,19,1,0,2,20,False,4,1,0.14,0.31,0.0896,4,93,97,19
301,921,19,1,0,2,21,False,4,1,0.14,0.39,0.0,2,70,72,19
302,922,19,1,0,2,22,False,4,1,0.12,0.39,0.0,4,47,51,19
303,923,19,1,0,2,23,False,4,1,0.12,0.42,0.1045,1,33,34,19
304,924,21,1,0,2,0,False,5,1,0.1,0.49,0.1045,2,12,14,21
305,925,21,1,0,2,1,False,5,1,0.1,0.54,0.0896,1,6,7,21
306,926,21,1,0,2,2,False,5,1,0.1,0.54,0.0896,0,3,3,21
307,927,21,1,0,2,5,False,5,1,0.08,0.63,0.0896,0,4,4,21
308,928,21,1,0,2,6,False,5,1,0.1,0.68,0.0,1,23,24,21
309,929,21,1,0,2,7,False,5,1,0.08,0.73,0.0,1,73,74,21
310,930,21,1,0,2,8,False,5,1,0.1,0.74,0.1642,4,212,216,21
311,931,21,1,0,2,9,False,5,1,0.12,0.74,0.2239,8,132,140,21
312,932,21,1,0,2,10,False,5,1,0.14,0.69,0.194,5,39,44,21
313,933,21,1,0,2,11,False,5,1,0.22,0.47,0.1343,12,52,64,21
314,934,21,1,0,2,12,False,5,1,0.22,0.47,0.1343,7,64,71,21
315,935,21,1,0,2,13,False,5,1,0.24,0.35,0.194,21,89,110,21
316,936,21,1,0,2,14,False,5,1,0.3,0.26,0.2537,17,67,84,21
317,937,21,1,0,2,15,False,5,1,0.32,0.21,0.1642,12,62,74,21
318,938,21,1,0,2,16,False,5,1,0.3,0.28,0.194,14,111,125,21
319,939,21,1,0,2,17,False,5,1,0.3,0.24,0.0,18,193,211,21
320,940,21,1,0,2,18,False,5,1,0.28,0.28,0.0,9,165,174,21
321,941,21,1,0,2,19,False,5,1,0.26,0.33,0.0,7,94,101,21
322,942,21,1,0,2,20,False,5,1,0.22,0.55,0.1343,2,61,63,21
323,943,21,1,0,2,21,False,5,1,0.2,0.59,0.1343,1,46,47,21
324,944,21,1,0,2,22,False,5,1,0.2,0.64,0.0896,2,41,43,21
325,945,21,1,0,2,23,False,5,1,0.18,0.69,0.0,5,48,53,21
326,946,23,1,0,2,0,False,6,1,0.16,0.69,0.0896,3,27,30,23
327,947,23,1,0,2,1,False,6,1,0.14,0.86,0.0,2,22,24,23
328,948,23,1,0,2,2,False,6,1,0.14,0.8,0.0,2,13,15,23
329,949,23,1,0,2,3,False,6,1,0.12,0.8,0.0,3,7,10,23
330,950,23,1,0,2,4,False,6,1,0.12,0.74,0.0896,0,4,4,23
331,951,23,1,0,2,5,False,6,1,0.12,0.74,0.0896,0,1,1,23
332,952,23,1,0,2,6,False,6,1,0.12,0.93,0.194,1,1,2,23
333,953,23,1,0,2,7,False,6,1,0.12,0.8,0.1045,2,9,11,23
334,954,23,1,0,2,8,False,6,1,0.14,0.86,0.1343,2,28,30,23
335,955,23,1,0,2,9,False,6,1,0.16,0.64,0.1343,5,38,43,23
336,956,23,1,0,2,10,False,6,1,0.22,0.41,0.2537,13,71,84,23
337,957,23,1,0,2,11,False,6,1,0.3,0.28,0.3284,30,84,114,23
338,958,23,1,0,2,12,False,6,1,0.3,0.39,0.4627,27,93,120,23
339,959,23,1,0,2,13,False,6,1,0.3,0.39,0.4179,32,103,135,23
340,960,23,1,0,2,14,False,6,1,0.34,0.31,0.2836,30,90,120,23
341,961,23,1,0,2,15,False,6,1,0.34,0.29,0.4179,47,127,174,23
342,962,23,1,0,2,16,False,6,1,0.34,0.29,0.4179,42,103,145,23
343,963,23,1,0,2,17,False,6,1,0.32,0.31,0.5224,24,113,137,23
344,964,23,1,0,2,18,False,6,1,0.28,0.38,0.3284,4,60,64,23
345,965,23,1,0,2,19,False,6,1,0.28,0.38,0.1642,2,39,41,23
346,966,23,1,0,2,20,False,6,1,0.26,0.41,0.2239,1,39,40,23
347,967,23,1,0,2,21,False,6,1,0.26,0.41,0.0,9,42,51,23
348,968,23,1,0,2,22,False,6,1,0.24,0.44,0.0896,6,39,45,23
349,969,23,1,0,2,23,False,6,1,0.22,0.51,0.1343,1,31,32,23
350,970,25,1,0,2,0,False,0,1,0.2,0.64,0.1045,5,34,39,25
351,971,25,1,0,2,1,False,0,1,0.2,0.59,0.0896,1,23,24,25
352,972,25,1,0,2,2,False,0,2,0.2,0.75,0.0896,1,19,20,25
353,973,25,1,0,2,3,False,0,2,0.2,0.69,0.1045,4,8,12,25
354,974,25,1,0,2,4,False,0,2,0.2,0.69,0.1642,0,2,2,25
355,975,25,1,0,2,6,False,0,2,0.2,0.69,0.1343,2,3,5,25
356,976,25,1,0,2,7,False,0,2,0.22,0.55,0.0,0,3,3,25
357,977,25,1,0,2,8,False,0,2,0.22,0.64,0.194,1,11,12,25
358,978,25,1,0,2,9,False,0,2,0.24,0.6,0.2239,12,35,47,25
359,979,25,1,0,2,10,False,0,1,0.3,0.45,0.3284,19,86,105,25
360,980,25,1,0,2,11,False,0,1,0.32,0.39,0.4478,26,86,112,25
361,981,25,1,0,2,12,False,0,1,0.36,0.32,0.4627,58,94,152,25
362,982,25,1,0,2,13,False,0,1,0.38,0.29,0.3582,62,92,154,25
363,983,25,1,0,2,14,False,0,2,0.4,0.3,0.4179,51,110,161,25
364,984,25,1,0,2,15,False,0,2,0.4,0.3,0.2985,40,122,162,25
365,985,25,1,0,2,16,False,0,2,0.42,0.28,0.3284,28,106,134,25
366,986,25,1,0,2,17,False,0,1,0.42,0.28,0.3284,30,95,125,25
367,987,25,1,0,2,18,False,0,1,0.4,0.32,0.2985,17,78,95,25
368,988,25,1,0,2,19,False,0,1,0.4,0.35,0.2836,11,50,61,25
369,989,25,1,0,2,20,False,0,1,0.4,0.35,0.3284,15,32,47,25
370,990,25,1,0,2,21,False,0,1,0.4,0.35,0.3582,6,45,51,25
371,991,25,1,0,2,22,False,0,1,0.4,0.35,0.2985,5,31,36,25
372,992,25,1,0,2,23,False,0,1,0.4,0.35,0.3582,3,27,30,25
373,993,27,1,0,2,0,False,1,1,0.38,0.37,0.3582,3,8,11,27
374,994,27,1,0,2,1,False,1,1,0.38,0.37,0.3582,1,6,7,27
375,995,27,1,0,2,2,False,1,1,0.36,0.4,0.2985,0,2,2,27
376,996,27,1,0,2,3,False,1,1,0.34,0.46,0.2239,1,1,2,27
377,997,27,1,0,2,4,False,1,1,0.32,0.53,0.2836,0,2,2,27
378,998,27,1,0,2,5,False,1,1,0.32,0.53,0.2836,0,3,3,27
379,999,27,1,0,2,6,False,1,1,0.34,0.46,0.2985,1,25,26,27
380,1000,27,1,0,2,7,False,1,1,0.34,0.46,0.2985,2,96,98,27
381,611,41,1,0,1,16,False,5,1,0.22,0.8,0.0,10,70,80,41
382,612,41,1,0,1,17,False,5,1,0.24,0.75,0.1343,2,147,149,41
383,613,41,1,0,1,18,False,5,1,0.24,0.75,0.194,2,107,109,41
384,614,41,1,0,1,19,False,5,2,0.24,0.75,0.1343,5,84,89,41
385,615,41,1,0,1,20,False,5,2,0.24,0.7,0.194,1,61,62,41
386,616,41,1,0,1,21,False,5,2,0.22,0.75,0.1343,1,57,58,41
387,617,41,1,0,1,22,False,5,1,0.24,0.65,0.3582,0,26,26,41
388,618,41,1,0,1,23,False,5,1,0.24,0.6,0.2239,1,22,23,41
389,619,42,1,0,1,0,False,6,1,0.22,0.64,0.3582,2,26,28,42
